Halal,NAME,BSE-ID,NSECode,Industry,More
yes,Asarfi Hospital Ltd,ASARFI,,Hospital,More
no,Ascensive Educare Ltd,ASCENSIVE,,Education,More
no,ASCOM LEASING &,,ASCOM,Finance & Investments,More
no,ASHAPURA MINECHEM LTD.,ASHAPURMIN,ASHAPURMIN,Mining / Minerals / Metals,More
yes,ASHAPURI GOLD ORNAMENT LTD,AGOL,,Diamond Cutting / Jewellery,More
no,ASHARI AGENCIES LTD,ASHARI,,Finance & Investments,More
yes,ASHIANA HOUSING LTD.,ASHIANA,ASHIANA,Construction,More
no,ASHIANA ISPAT LTD.,ASHIS,,Steel - Medium / Small,More
no,ASHIKA CREDIT CAPITAL LTD.,ASHIKACR,,Finance & Investments,More
yes,ASHIMA LTD.,ASHIMASYN,ASHIMASYN,Textiles - Cotton/Blended,More
no,ASHIRWAD CAPITAL LTD.,ASHCAP,,Finance & Investments,More
no,ASHIRWAD STEELS & INDUSTRIES LTD.,ASHSI,,Steel/Sponge Iron/Pig Iron,More
no,ASHISH POLYPLAST LTD.,ASHISHPO,,Plastics Products,More
no,ASHNISHA INDUSTRIES LTD,ASHNI,,Trading,More
no,ASHNOOR TEXTILE MILLS LTD.,ASHNOOR,,Textiles - Products,More
no,ASHOK ALCO-CHEM LTD.,ASHOKALC,,Chemicals,More
no,ASHOK LEYLAND LTD.,ASHOKLEY,ASHOKLEY,Automobiles - LCVs / HCVs,More
no,ASHOKA BUILDCON LTD.,ASHOKA,ASHOKA,Engineering - Turnkey Services,More
no,ASHOKA METCAST LTD,ASHOKAMET,ASHOKAMET,Trading,More
no,ASHUTOSH PAPER MILLS LTD.,ASHUTPM,,Finance & Investments,More
yes,ASI INDUSTRIES LTD,ASIIL,,Mining / Minerals / Metals,More
no,ASIA PACK LTD.,ASIAPAK,,"Textiles, Apparels & Accessories",More
yes,ASIAN ENERGY SERVICES LTD,ASIANENE,ASIANENE,Oil Drilling / Allied Services,More
no,ASIAN GRANITO INDIA LTD.,ASIANTILES,ASIANTILES,Ceramics - Tiles / Sanitaryware,More
no,ASIAN HOTELS (EAST) LTD.,AHLEAST,AHLEAST,Hotels,More
no,ASIAN HOTELS (NORTH) LIMITED,ASIANHOTNR,ASIANHOTNR,Hotels,More
no,ASIAN HOTELS (WEST) LTD.,AHLWEST,,Hotels,More
yes,ASIAN PAINTS LTD.,ASIANPAINT,ASIANPAINT,Paints / Varnishes,More
yes,ASIAN PETROPRODUCTS & EXPORTS LTD.,ASINPET,,Chemicals,More
no,ASIAN STAR CO.LTD.,ASTAR,,Diamond Cutting / Jewellery,More
no,ASIAN TEA & EXPORTS LTD.,ASIANTNE,,Tea,More
no,ASIT C.MEHTA FINANCIAL SERVICES LTD.,ASITCFIN,,Finance & Investments,More
yes,ASK Automotive Ltd,ASKAUTOLTD,ASKAUTOLTD,Auto Components & Equipments,More
no,ASL INDUSTRIES,,ASLIND,Auto Ancillaries,More
yes,ASM TECHNOLOGIES LTD.,ASMTEC,,Computers - Software - Medium / Small,More
no,ASPINWALL & CO,,ASPINWALL,Trading,More
yes,ASPIRA PATHLAB & DIAGNOSTICS LTD,ASPIRA,,Healthcare,More
no,Aspire & Innovative Advertising Ltd,,ASPIRE,Household Appliances,More
no,ASSAM ENTRADE LTD,ASSAMENT,,Finance & Investments,More
no,ASSOCIATED ALCOHOLS & BREWERIES LTD.,ASALCBR,ASALCBR,Breweries & Distilleries,More
yes,ASSOCIATED CERAMICS LTD,ASSOCER,,Other Construction Materials,More
yes,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC,Pesticides / Agrochemicals - Indian,More
no,ASTER DM HEALTHCARE LTD,ASTERDM,ASTERDM,Healthcare,More
yes,ASTRA MICROWAVE PRODUCTS LTD.,ASTRAMICRO,ASTRAMICRO,Telecommunications - Equipment,More
yes,ASTRAL LTD,ASTRAL,ASTRAL,Plastics Products,More
yes,ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,ASTRAZEN,Pharmaceuticals - Multinational,More
no,ASTRON PAPER & BOARD MILL LTD,ASTRON,ASTRON,Paper,More
no,ASYA INFOSOFT LIMITED,ASYAINFO,,Miscellaneous,More
yes,ATAL REALTECH,,ATALREAL,Construction,More
yes,ATAM VALVES LTD,ATAM,ATAM,Auto Ancillaries,More
no,ATHARV ENTERPRISES LTD.,ATHARVENT,,Trading,More
no,ATHENA CONSTRUCTIONS LTD,ATHCON,,Construction,More
no,ATHENA GLOBAL TECHNOLOGIES LTD,ATHENAGLO,,Computers - Software - Medium / Small,More
yes,ATISHAY LTD,ATISHAY,,Computers - Software - Medium / Small,More
no,ATLANTAA LTD.,ATLANTAA,ATLANTAA,Engineering - Turnkey Services,More
no,ATLAS CYCLES (HARYANA) LTD.,ATLASCYCLE,,Cycles And Accessories,More
yes,ATLAS JEWELLERY INDIA LIMITED,AJIL,,Diamond Cutting / Jewellery,More
yes,Atmastco Ltd,,ATMASTCO,Civil Construction,More
no,ATN INTERNATIONAL LTD.,ATNINTER,,Finance & Investments,More
no,ATUL AUTO LTD.,ATULAUTO,ATULAUTO,Automobiles - Scooters And 3 - Wheelers,More
yes,ATUL LTD.,ATUL,ATUL,Dyes And Pigments,More
no,ATV PROJECTS INDIA LTD.,ATVPR,,Engineering - Turnkey Services,More
no,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK,Banks - Private Sector,More
no,AURANGABAD DIST.,,AURDIS,Breweries & Distilleries,More
yes,AURIONPRO SOLUTIONS LTD.,AURIONPRO,AURIONPRO,Computers - Software - Medium / Small,More
no,AURO IMPEX & CHEMICALS LIMITED,,AUROIMPEX,Electrodes & Refractories,More
yes,AURO LABORATORIES LTD.,AUROLAB,,Pharmaceuticals - Indian - Bulk Drugs,More
yes,AUROBINDO PHARMA LTD.,AUROPHARMA,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,AUROMA COKE LTD.,AUROCOK,,Mining / Minerals / Metals,More
no,Aurum PropTech Limited,AURUM,AURUM,Services,More
no,AUSOM ENTERPRISE LIMITED,AUSOMENT,AUSOMENT,Finance & Investments,More
yes,AUSTIN ENGINEERING CO.LTD.,AUSTENG,,Bearings,More
yes,Australian Premium Solar (India) Ltd,,APS,Heavy Electrical Equipment,More
no,AUTHUM INVESTMENT & INFRASTRUCTURE LTD,AIIL,,Finance & Investments,More
yes,AUTO PINS (INDIA) LTD.,AUTOPINS,,Auto Ancillaries,More
no,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOIND,Auto Ancillaries,More
no,AUTOLITE (INDIA) LTD.,AUTOLITIND,,Auto Ancillaries,More
yes,AUTOMOBILE CORPORATION OF GOA LTD.,ACGL,,Auto Ancillaries,More
yes,AUTOMOTIVE AXLES LTD.,AUTOAXLES,AUTOAXLES,Auto Ancillaries,More
yes,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,ASAL,ASAL,Auto Ancillaries,More
no,AVADH SUGAR & ENERGY LTD,AVADHSUGAR,AVADHSUGAR,Sugar,More
no,AVAILABLE FINANCE LTD.,AVAILFC,,Finance & Investments,More
yes,Avalon Technologies Ltd,AVALON,AVALON,Other Electrical Equipment,More
yes,AVANCE TECHNOLOGIES LTD.,AVANCE,,Software Products,More
yes,AVANTEL LTD.,AVANTEL,,Telecommunications - Equipment,More
yes,AVANTI FEEDS LTD.,AVANTI,AVANTIFEED,Food - Processing - Indian,More
yes,AVENUE SUPERMARTS LTD,DMART,DMART,Trading,More
no,AVERYBBPH,AVERYBBPH,,Construction,More
no,AVG LOGISTICS,,AVG,Miscellaneous,More
no,AVI POLYMERS LTD,AVI,,Trading,More
yes,AVI PRODUCTS INDIA LTD,APIL,,Trading,More
yes,AVIVA INDUSTRIES LTD.,AVIVA,,Trading,More
no,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,AVONMORE,AVONMORE,Finance & Investments,More
no,AVP Infracon Ltd,,AVPINFRA,Civil Construction,More
yes,AVRO INDIA,,AVROIND,Plastics Products,More
no,AVSL Industries,,AVSL,Plastics Products,More
yes,AVT NATURAL PRODUCTS LTD.,AVTNPL,AVTNPL,Solvent Extraction,More
no,AXEL POLYMERS LTD.,AXELPOLY,,Plastics Products,More
no,AXIS BANK LTD.,AXISBANK,AXISBANK,Banks - Private Sector,More
no,AXISCADES TECHNOLOGIES LTD,AXISCADES,AXISCADES,Computers - Software - Medium / Small,More
yes,AXITA COTTON LTD,AXITA,AXITA,Textiles - Products,More
yes,AXTEL INDUSTRIES LTD.,AXTEL,,Trading,More
no,AYM SYNTEX LTD,AYMSYNTEX,AYMSYNTEX,Textiles - Processing,More
yes,AYOKI MERCANTILE LTD.,AYOME,,Comm.Trading & Distribution,More
yes,Azad Engineering Ltd,AZAD,AZAD,Heavy Electrical Equipment,More
no,B & A LTD.,BNALTD,,Tea,More
yes,B&A PACKAGING INDIA LIMITED,BAPACK,,Packaging,More
yes,B&B TRIPLEWALL,,BBTCL,Paper,More
no,B. P. CAPITAL LTD,BPCAP,,Finance & Investments,More
no,B.A.G.FILMS & MEDIA LTD.,BAGFILMS,BAGFILMS,Entertainment / Electronic Media Software,More
yes,B.C. POWER CONTROLS LTD,BCP,BCP,Cables - Power,More
no,B.L.KASHYAP AND SONS LTD.,BLKASHYAP,BLKASHYAP,Construction,More
no,B.N.RATHI SECURITIES LTD.,BNRSEC,,Finance & Investments,More
yes,B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT,,Computers - Software - Medium / Small,More
no,BABA ARTS LTD.,BABA,,Entertainment / Electronic Media Software,More
yes,Baba Food Processing India Ltd,,BABAFP,Other Food Products,More
yes,BAFNA PHARMACEUTICALS LTD.,BAFNAPHARM,BAFNAPH,Pharmaceuticals - Indian - Formulations,More
yes,Baheti Recycling Industries Ltd,,BAHETI,Aluminium Copper & Zinc Products,More
no,Baid Finserv,BAIDFIN,BAIDFIN,Finance & Investments,More
yes,BAJAJ AUTO LTD.,BAJAJ-AUTO,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,More
yes,BAJAJ CONSUMER CARE LTD,BAJAJCON,BAJAJCON,Personal Care - Indian,More
yes,BAJAJ ELECTRICALS LTD.,BAJAJELEC,BAJAJELEC,Domestic Appliances,More
no,BAJAJ FINANCE LIMITED,BAJFINANCE,BAJFINANCE,Finance & Investments,More
no,BAJAJ FINSERV LTD.,BAJAJFINSV,BAJAJFINSV,Finance & Investments,More
no,BAJAJ HEALTHCARE LTD,BAJAJHCARE,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,BAJAJ HINDUSTHAN SUGAR LIMITED,BAJAJHIND,BAJAJHIND,Sugar,More
no,BAJAJ HOLDINGS & INVESTMENT LTD.,BAJAJHLDNG,BAJAJHLDNG,Finance & Investments,More
yes,BAJAJ STEEL INDUSTRIES LTD.,BAJAJST,,Steel - Medium / Small,More
yes,Bajel Projects Ltd,BAJEL,BAJEL,Integrated Power Utilities,More
no,BAL PHARMA LTD.,BALPHARMA,BALPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,BALAJI AMINES LTD.,BALAMINES,BALAMINES,Chemicals,More
no,BALAJI TELEFILMS LTD.,BALAJITELE,BALAJITELE,Entertainment / Electronic Media Software,More
no,BALASORE ALLOYS LTD.,BALASORE,,Mining / Minerals / Metals,More
yes,BALAXI PHARMA,,BALAXI,Trading,More
yes,Balgopal Commercial Ltd,BALGOPAL,,Comm.Trading & Distribution,More
yes,BALKRISHNA INDUSTRIES LTD.,BALKRISIND,BALKRISIND,Tyres,More
no,BALKRISHNA PAPER MILLS LTD,,BALKRISHNA,Paper,More
no,BALLARPUR INDUSTRIES LTD.,BALLARPUR,,Paper,More
yes,BALMER LAWRIE & CO.LTD.,BALMLAWRIE,BALMLAWRIE,Diversified - Large,More
yes,BALMER LAWRIE INVESTMENTS LTD.,BLIL,,Finance & Investments,More
no,BALRAMPUR CHINI MILLS LTD.,BALRAMCHIN*,BALRAMCHIN,Sugar,More
yes,BALU FORGE INDUSTRIES LTD,BALUFORGE,,Engineering,More
no,BALURGHAT TECHNOLOGIES LTD.,BALTE,,Miscellaneous,More
no,BAMBINO AGRO INDUSTRIES LTD.,BAMBINO,,Food - Processing - Indian,More
no,BAMPSL SECURITIES LTD.,BAMPSL,,Finance & Investments,More
no,BANARAS BEADS LTD.,BANARBEADS,BANARBEADS,Glass & Glass Products,More
no,BANAS FINANCE LTD.,BANASFN,,Finance & Investments,More
yes,BANCO PRODUCTS (INDIA) LTD.,BANCOINDIA,BANCOINDIA,Auto Ancillaries,More
no,BANDHAN BANK LTD,BANDHANBNK,BANDHANBNK,Banks - Private Sector,More
no,BANG OVERSEAS LTD.,BANG,BANG,Textiles - Products,More
no,BANGALORE FORT FARMS LTD,BFFL,,Trading,More
no,BANK OF BARODA,BANKBARODA,BANKBARODA,Banks - Public Sector,More
no,BANK OF INDIA,BANKINDIA,BANKINDIA,Banks - Public Sector,More
no,BANK OF MAHARASHTRA,MAHABANK,MAHABANK,Banks - Public Sector,More
yes,BANKA BIOLOO,,BANKA,Miscellaneous,More
no,BANNARI AMMAN SPINNING MILLS LTD.,BASML,BASML,Textiles - Cotton/Blended,More
no,BANNARI AMMAN SUGARS LTD.,BANARISUG,BANARISUG,Sugar,More
yes,BANSAL ROOFING PRODUCTS LTD,BRPL,,Steel - Medium / Small,More
no,BANSWARA SYNTEX LTD.,BANSWRAS,BANSWRAS,Textiles - Spinning - Synthetic / Blended,More
no,BARAK VALLEY CEMENTS LTD.,BVCL,BVCL,Cement - North India,More
yes,BARBEQUE-NATION HOSPITALITY LTD,BARBEQUE,BARBEQUE,Hotels,More
no,BARODA EXTRUSION LTD.,BAROEXT,,Mining / Minerals / Metals,More
no,Baroda Rayon Corporation Ltd,BARODARAYN,,Textiles - Manmade,More
yes,BARON INFOTECH LTD,BARONINF,,Computers - Software - Medium / Small,More
no,BARTRONICS INDIA LTD.,ASMS,ASMS,Computers - Software - Medium / Small,More
no,BASANT AGRO TECH (INDIA) LTD.,BASANTGL,,Fertilizers,More
yes,BASF INDIA LTD.,BASF,BASF,Chemicals,More
no,Basilic Fly Studio Ltd,,BASILIC,Media & Entertainment,More
yes,BATA INDIA LTD.,BATAINDIA,BATAINDIA,Leather / Leather Products,More
no,BATLIBOI LTD.,BATLIBOI,,Engineering,More
no,Baweja Studios Ltd,,BAWEJA,Film Production Distribution & Exhibition,More
yes,BAYER CROPSCIENCE LTD.,BAYERCROP,BAYERCROP,Pesticides / Agrochemicals - Multinational,More
no,BAZEL INTERNATIONAL LTD,BAZELINTER,,Finance & Investments,More
yes,BCC FUBA INDIA LTD.,BCCFUBA,,Electronics - Components,More
no,BCL ENTERPRISES LTD,BCLENTERPR,,Finance & Investments,More
no,BCL INDUSTRIES LTD,BCLIL,BCLIND,Solvent Extraction,More
yes,BCPL RAILWAY INFRASTRUCTURE LTD,BCPL,,Engineering - Turnkey Services,More
yes,BDH INDUSTRIES LTD.,BDH,,Pharmaceuticals - Indian - Formulations,More
no,BEARDSELL LTD,BEARDSELL,BEARDSELL,Plastics Products,More
no,BEDMUTHA INDUSTRIES LTD.,BEDMUTHA,BEDMUTHA,Steel - Medium / Small,More
no,BEEKAY NIRYAT LTD,BNL,,Trading,More
yes,BEEKAY STEEL INDUSTRIES LTD,BEEKAY,,Steel - Medium / Small,More
yes,BEEYU OVERSEAS LTD.,BEEYU,,Trading,More
yes,BELLA CASA FASHION & RETAIL LTD,BELLACASA,,Textiles - Products,More
yes,BEMCO HYDRAULICS LTD.,BEMHY,,Engineering,More
yes,BEML LAND ASSETS LIMITED,,BLAL,Investment Company,More
yes,BEML LTD.,BEML,BEML,Engineering,More
no,BENARA BEARINGS AND PISTONS LTD,BENARA,,Bearings,More
yes,BENARES HOTELS LTD.,BENARAS,,Hotels,More
yes,Benchmark Computer Solutions ltd,BENCHMARK,,IT Enabled Services,More
no,BENGAL & ASSAM COMPANY LTD.,BENGALASM,,Finance & Investments,More
yes,BENGAL TEA & FABRICS LTD.,BENGALT,,Textiles - Composite,More
yes,BERGER PAINTS INDIA LTD.,BERGEPAINT,BERGEPAINT,Paints / Varnishes,More
no,BERVIN INVESTMENT & LEASING LTD.,BERVINL,,Finance & Investments,More
no,BERYL DRUGS LTD.,BERLDRG,,Pharmaceuticals - Indian - Formulations,More
no,BERYL SECURITIES LTD.,BERYLSE,,Finance & Investments,More
yes,BEST AGROLIFE LTD,BESTAGRO,,Pesticides / Agrochemicals - Indian,More
no,BEST EASTERN HOTELS LTD.,BESTEAST,,Hotels,More
yes,BETA DRUGS LTD,,BETA,Pharmaceuticals - Indian - Bulk Drugs,More
yes,BETEX INDIA LTD.,BETXIND,,Textiles - Processing,More
yes,BEW Engineering Limited,BEWLTD,BEWLTD,Capital Goods,More
no,BF INVESTMENT LTD.,BFINVEST,BFINVEST,Finance & Investments,More
no,BF UTILITIES LTD.,BFUTILITIE,BFUTILITIE,Power Generation And Supply,More
no,BFL ASSET FINVEST LTD,BFLAFL,,Finance & Investments,More
no,BGR ENERGY SYSTEMS LTD.,BGRENERGY,BGRENERGY,Engineering - Turnkey Services,More
yes,BHAGERIA INDUSTRIES LTD,BHAGIL,BHAGERIA,Dyes And Pigments,More
yes,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,BHAGCHEM,BHAGCHEM,Pesticides / Agrochemicals - Indian,More
yes,BHAGWATI AUTOCAST LTD.,BGWTATO,,Castings & Forgings,More
no,BHAGWATI OXYGEN LTD.,BHAGWOX,,Chemicals,More
no,BHAGYANAGAR INDIA LTD.,BHAGYNAGAR,BHAGYANGR,Mining / Minerals / Metals,More
yes,BHAGYANAGAR PROPERTIES LTD,BHAGYAPROP,,Construction,More
yes,BHAKTI GEMS AND JEWELLERY LTD,BGJL,,Diamond Cutting / Jewellery,More
no,BHANDARI HOSIERY EXPORTS LTD.,BHANDHOS,BHANDARI,Textiles - Products,More
yes,BHANSALI ENGINEERING POLYMERS LTD.,BEPL,BEPL,Petrochemicals,More
yes,BHARAT AGRI FERT & REALTY LTD.,BHARATAGRI,,Fertilizers,More
no,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,BHARAT,,Finance & Investments,More
yes,BHARAT BIJLEE LTD.,BBL,BBL,Electric Equipment,More
yes,BHARAT DYNAMICS LTD,BDL,BDL,Engineering,More
yes,BHARAT ELECTRONICS LTD.,BEL,BEL,Electronics - Components,More
yes,BHARAT FORGE LTD.,BHARATFORG,BHARATFORG,Castings & Forgings,More
no,BHARAT GEARS LTD.,BHARATGEAR,BHARATGEAR,Auto Ancillaries,More
yes,BHARAT HEAVY ELECTRICALS LTD.,BHEL,BHEL,Electric Equipment,More
no,Bharat Highways InvIT,,BHINVIT,Civil Construction,More
no,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.,BIBCL,,Pharmaceuticals - Indian - Formulations,More
no,BHARAT PARENTERALS LTD,BPLPHARMA,,Pharmaceuticals - Indian - Formulations,More
no,BHARAT PETROLEUM CORPORATION LTD.,BPCL,BPCL,Refineries,More
yes,BHARAT RASAYAN LTD.,BHARATRAS,BHARATRAS,Pesticides / Agrochemicals - Indian,More
no,BHARAT ROAD NETWORK LTD,BRNL,BRNL,Construction,More
yes,BHARAT SEATS LTD.,BHARATSE,,Auto Ancillaries,More
yes,BHARAT WIRE ROPES LTD,BHARATWIRE,BHARATWIRE,Steel - Medium / Small,More
no,BHARATIYA GLOBAL INFOMEDIA LTD.,,BGLOBAL,Computers - Software - Medium / Small,More
no,BHARTI AIRTEL LTD.,BHARTIARTL,BHARTIARTL,Telecommunications - Service Provider,More
yes,BHARTI HEXACOM LIMITED,BHARTIHEXA,BHARTIHEXA,Telecom - Cellular & Fixed line services,More
no,BHARTIYA INTERNATIONAL LTD.,BIL,BIL,Leather / Leather Products,More
no,BHASKAR AGROCHEMICALS LTD.,BHASKAGR,,Pesticides / Agrochemicals - Indian,More
yes,Bhatia Colour Chem Ltd,BCCL,,Specialty Chemicals,More
yes,BHATIA COMMUNICATIONS & RETAIL (INDIA) LTD,BHATIA,,Trading,More
no,BHILWARA SPINNERS LTD.,BHILSPIN,,Textiles - Cotton/Blended,More
yes,BHILWARA TECHNICAL TEXTILES LTD.,BTTL,,Textiles - Products,More
no,BHORUKA ALUMINIUM LTD.,BHRKALM,,Aluminium and Aluminium Products,More
yes,BIGBLOC CONSTRUCTION LTD,BIGBLOC,BIGBLOC,Cement Products,More
no,BIHAR SPONGE IRON LTD.,BIHSPONG,,Steel - Sponge Iron,More
yes,Bikaji Foods International Ltd,BIKAJI,BIKAJI,Packaging Foods,More
no,BIL ENERGY SYSTEMS LTD.,BILENERGY,,Steel - Medium / Small,More
no,BILCARE LTD.,BI,,Packaging,More
no,BILLWIN INDUSTRIES LTD,BILLWIN,,Textiles - Products,More
yes,BIMETAL BEARINGS LTD.,BIMETAL,,Bearings,More
no,Binani Industrie,BINANIIND,BINANIIND,Miscellaneous,More
no,BINAYAK TEX PROCESSORS LTD.,ZBINTXPP,,Textiles - Processing,More
no,BINDAL EXPORTS LTD,BINDALEXPO,,Textiles - Products,More
yes,BINNY LTD.,BINNY,,Construction,More
no,BINNY MILLS LTD.,BINNYMILLS,,Trading,More
no,BIO GREEN PAPERS LTD,BGPL,,Paper,More
yes,BIOCON LTD.,BIOCON,BIOCON,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,BIOFILCHEM,BIOFILCHEM,Pharmaceuticals - Indian - Formulations,More
no,BIOGEN PHARMACHEM INDUSTRIES LTD,BIOGEN,,Finance & Investments,More
no,BIRLA CABLE LTD,BIRLACABLE,BIRLACABLE,Cables - Telephone,More
no,BIRLA CORPORATION LTD.,BIRLACORPN,BIRLACORPN,Cement - North India,More
yes,BIRLA PRECISION TECHNOLOGIES LTD.,BIRLAPREC,,Engineering,More
no,BIRLA TYRES LTD,BIRLATYRES,,Tyres,More
yes,BIRLASOFT LTD,BSOFT,BSOFT,Computers - Software - Medium / Small,More
yes,Bizotic Commercial Ltd,BIZOTIC,,Garments & Apparels,More
no,BKM INDUSTRIES LTD,BKMINDST,BKMINDST,Packaging,More
yes,BKV INDUSTRIES LTD,BKV,,Packaged Foods,More
yes,Black Box Limited,BBOX,BBOX,Technologu,More
yes,BLACK ROSE INDUSTRIES LTD.,BLACKROSE,,Trading,More
no,BLB LTD.,BLBLIMITED,BLBLIMITED,Finance & Investments,More
yes,BLISS GVS PHARMA LTD.,BLISSGVS,BLISSGVS,Pharmaceuticals - Indian - Formulations,More
no,BLOOM DEKOR LTD.,BLOOM,,Miscellaneous,More
yes,BLS E-Services Ltd,BLSE,BLSE,IT Enabled Services,More
no,BLS INFOTECH LTD.,BLSINFOTE,,Trading,More
yes,BLS INTERNATIONAL SERVICES LTD,BLS,BLS,Computers - Software - Medium / Small,More
no,BLUE CHIP INDIA LTD.,,BLUECHIP,Finance & Investments,More
yes,BLUE CHIP TEX INDUSTRIES LTD.,BLUECHIPT,,Textiles - Processing,More
no,BLUE COAST HOTELS LTD.,,BLUECOAST,Hotels,More
yes,BLUE DART EXPRESS LTD.,BLUEDART,BLUEDART,Couriers,More
yes,Blue Jet Healthcare Ltd,BLUEJET,BLUEJET,Pharmaceuticals,More
no,BLUE PEARL TEXSPIN LIMITED,BPTEX,,Trading,More
yes,Blue Pebble Ltd,,BLUEPEBBLE,Diversified Commercial Services,More
yes,BLUE STAR LTD.,BLUESTARCO,BLUESTARCO,Air-conditioners,More
yes,BMW INDUSTRIES LTD,BMW,,Steel - Medium / Small,More
no,BNK CAPITAL MARKETS LTD.,BNKCAP,,Finance & Investments,More
yes,BNR UDYOG LTD.,BNRUDY,,Computers - Software - Medium / Small,More
no,BODAL CHEMICALS LTD.,BODALCHEM,BODALCHEM,Dyes And Pigments,More
no,BODHI TREE,,BTML,Entertainment / Electronic Media Software,More
yes,BODHTREE CONSULTING LTD,BODHTREE,,Computers - Software - Medium / Small,More
yes,BOHRA INDUSTRIES,,BOHRAIND,Fertilizers,More
no,BOMBAY BURMAH TRADING CORP.LTD.,BBTC,BBTC,Diversified - Large,More
no,BOMBAY CYCLE & MOTOR AGENCY LTD.,BOMBCYC,,Trading,More
yes,BOMBAY DYEING & MFG.CO.LTD.,BOMDYEING,BOMDYEING,Textiles - Processing,More
yes,BOMBAY METRICS SUPPLY CHAIN LIMITED,BMETRICS,BMETRICS,Trading & Distributors,More
no,BOMBAY OXYGEN INVESTMENTS LTD,BOMOXY-B1,,Finance & Investments,More
no,BOMBAY RAYON FASHIONS LTD.,BRFL,,Textiles - Products,More
yes,BOMBAY SUPER HYB,,BSHSL,Miscellaneous,More
yes,BOMBAY WIRE ROPES LTD.,BOMBWIR,,Steel - Medium / Small,More
yes,Bondada Engineering Ltd,BONDADA,,Telecom - Infrastructure,More
no,BONLON INDUSTRIES LTD,BONLON,,Steel - Medium / Small,More
yes,BOROSIL LTD,BOROLTD,BOROLTD,Glass & Glass Products,More
yes,BOROSIL RENEWABLES LTD,BORORENEW,BORORENEW,Glass & Glass Products,More
yes,BOSCH LTD.,BOSCHLTD,BOSCHLTD,Auto Ancillaries,More
no,BOSTON LEASING AND FINANCE LTD,BLFL,,Finance & Investments,More
no,BOTHRA METALS & ALLOYS LTD.,BMAL,,Aluminium and Aluminium Products,More
yes,BPL LTD.,BPL,BPL,Electronics - Consumer,More
yes,BRADY & MORRIS ENGINEERING CO.LTD.,BRADYM,,Engineering,More
no,BRAHMAPUTRA INFRASTRUCTURE LTD.,BRAHMINFRA,,Construction,More
yes,BRAND CONCEPTS,,BCONCEPTS,Trading,More
no,BRAND REALTY SERVICES LTD.,BRANDREAL,,Construction,More
yes,Brandbucket Media & Technology Ltd,BRANDBUCKT,,Advertising & Media Agencies,More
no,BRAWN BIOTECH LTD.,BRAWN,,Trading,More
no,BRIDGE SECURITIES LTD.,BRIDGESE,,Finance & Investments,More
no,BRIGADE ENTERPRISES LTD.,BRIGADE,BRIGADE,Construction,More
no,BRIGHT BROTHERS LTD.,BRIGHTBR,,Plastics Products,More
no,Bright Outdoor Media Ltd,BRIGHT,,Advertising & Media Agencies,More
no,B-Right Realestate Ltd,BRRL,,"Residential, Commercial Projects",More
yes,BRIGHT SOLAR,,BRIGHT,Pumps,More
yes,BRIGHTCOM GROUP LTD,BCG,BCG,Computers - Software - Medium / Small,More
no,BRIJLAXMI LEASING & FINANCE LTD.,BRIJLEAS,,Finance & Investments,More
no,BRILLIANT PORTFOLIOS LTD,BRIPORT,,Finance & Investments,More
yes,BRITANNIA INDUSTRIES LTD.,BRITANNIA,BRITANNIA,Food - Processing - MNC,More
no,BRONZE INFRA-TECH LTD.,BITL,,Construction,More
no,BROOKFIELD INDIA,,BIRET,Construction,More
yes,BROOKS LABORATORIES LTD.,BROOKS,BROOKS,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,BSE,,BSE,Miscellaneous,More
yes,BSEL INFRASTRUCTURE REALTY LTD.,BSELINFRA,,Construction,More
no,BSL LTD.,BSL,BSL,Textiles - Processing,More
yes,BURGER KING INDIA LTD,RBA,RBA,Hotels,More
no,BURNPUR CEMENT LTD.,BURNPUR,BURNPUR,Cement - North India,More
yes,BUTTERFLY GANDHIMATHI APPLIANCES LTD,BUTTERFLY,BUTTERFLY,Domestic Appliances,More
no,C & C CONSTRUCTIONS LTD.,CANDC,,Construction,More
yes,C D S L,,CDSL,Miscellaneous,More
yes,C P S Shapers Ltd,,CPS,Garments & Apparels,More
no,C.E. Info Systems Ltd - Map My India,MAPMYINDIA,MAPMYINDIA,IT Software Products,More
no,C.J.GELATINE PRODUCTS LTD.,CJGEL,,Chemicals,More
